district_id,district,school_id,school,grade,scheduled_start,actual_start,mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,mode_7,mode_8,mode_9,mode_10,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,survey_date
631,Clayton County,2062,West Clayton Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,2554,Fountain Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,3050,Babb Middle School,06-08 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,3052,North Clayton Middle School,06-08 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,3054,Haynie Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,3060,Riverdale Middle School,06-08 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,4050,Church Street Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,4056,Lake City Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,4058,Morrow High School,09-12 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,4060,Suder Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,5052,Edmonds Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,5054,Huie Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,5056,William M. McGarrah Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
631,Clayton County,5060,Swint Elementary School,PK-05 ,8/3/2020,8/10/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,6/25/2021 3:25
632,Clinch County,101,Clinch County Elementary School,PK-04 ,8/6/2020,8/10/2020,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,8,,,,,,,,,7/6/2021 7:33
632,Clinch County,201,Clinch County Middle School,05-07 ,8/6/2020,8/10/2020,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,8,,,,,,,,,7/6/2021 7:33
632,Clinch County,1050,Clinch County High School,08-12 ,8/6/2020,8/10/2020,In-person,Hybrid,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,8,,,,,,,,,7/6/2021 7:33
633,Cobb County,101,Kennesaw Mountain High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,102,City View Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,103,Kell High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,104,Bullard Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,107,McCall Primary School,PK-01 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,109,Pickett's Mill Elementary,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,114,East Side Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,117,Clarkdale Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,118,Mableton Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,173,Birney Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,175,Walton High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,178,Mabry Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,180,Still Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,181,Tritt Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,184,McCleskey Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,185,Garrison Mill Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,187,Keheley Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,188,Pope High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,189,Baker Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,190,Dowell Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,191,Varner Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,192,Harrison High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,194,Hayes Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,197,Vaughan Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,198,Chalker Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,199,Nickajack Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,202,Lindley Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,203,Kemp Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,204,Pitner Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,207,Austell Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,209,Allatoona High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,214,Smyrna Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,273,Kincaid Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,275,Dodgen Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,278,Mount Bethel Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,280,Pine Mountain Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,281,Dickerson Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,287,Lewis Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,288,Mountain View Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,289,Addison Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,290,Campbell Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,291,Shallowford Falls Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,292,Ford Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,294,Smitha Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,297,Frey Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,298,Cheatham Hill Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,299,Durham Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,302,Acworth Intermediate School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,307,Riverside Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,309,Lindley 6th Grade Academy,06-06 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,373,Sprayberry High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,375,Murdock Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,378,Rocky Mount Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,381,Lassiter High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,388,Davis Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,389,Simpson Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,391,Nicholson Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,394,Hightower Trail Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,397,Green Acres Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,398,Sanders Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,399,Blackwell Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,402,Hendricks Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,404,Kennesaw Elementary School,PK-02 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,407,Barber Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,475,Tapp Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,478,Sope Creek Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,489,Powder Springs Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,491,Timber Ridge Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,499,Lost Mountain Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,502,Cooper Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,504,Big Shanty Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,507,McClure Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,592,Bryant Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,602,Palmer Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,607,Lovinggood Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,707,Hillgrove High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,807,Devereux Ackerman Academy,KK-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,808,Cobb Horizon High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,809,Clay-Harmony Leland Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,1052,Belmont Hills Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,1054,Campbell High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,1056,East Cobb Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,1060,Garrett Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,1064,McEachern High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,1066,Norton Park Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,1067,Powers Ferry Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,1069,Wheeler High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,2050,Argyle Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,2056,North Cobb High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,2062,King Springs Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,2066,Osborne High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,2560,Griffin Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,3056,South Cobb High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,3058,Fair Oaks Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,3062,LaBelle Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,3064,Milford Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,3067,Russell Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,3556,Compton Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,4050,Awtrey Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,4056,Daniell Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,4066,Pebblebrook High School,09-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,4068,Teasley Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,4560,Hollydale Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,5050,Bells Ferry Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,5052,Brumby Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,5056,Due West Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,5058,Floyd Middle School,06-08 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,5067,Sedalia Park Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
633,Cobb County,5068,Eastvalley Elementary School,PK-05 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 5:12
634,Coffee County,100,Indian Creek Elementary,PK-05 ,8/10/2020,8/17/2020,In-person,In-person,In-person,In-person,Virtual,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 8:59
634,Coffee County,102,Ambrose Elementary School,PK-05 ,8/10/2020,8/17/2020,In-person,In-person,In-person,In-person,Virtual,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 8:59
634,Coffee County,108,Coffee Middle School,06-08 ,8/10/2020,8/17/2020,In-person,In-person,In-person,In-person,Virtual,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 8:59
634,Coffee County,114,Wiregrass Regional College and Career Academy,09-12 ,8/10/2020,8/17/2020,In-person,In-person,In-person,In-person,Virtual,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 8:59
634,Coffee County,182,Satilla Elementary School,PK-05 ,8/10/2020,8/17/2020,In-person,In-person,In-person,In-person,Virtual,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 8:59
634,Coffee County,191,Broxton-Mary Hayes Elementary,PK-06 ,8/10/2020,8/17/2020,In-person,In-person,In-person,In-person,Virtual,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 8:59
634,Coffee County,195,Coffee County High School,09-12 ,8/10/2020,8/17/2020,In-person,In-person,In-person,In-person,Virtual,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 8:59
634,Coffee County,282,Eastside Elementary School,PK-05 ,8/10/2020,8/17/2020,In-person,In-person,In-person,In-person,Virtual,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 8:59
