district_id,district,school_id,school,grade,scheduled_start,actual_start,mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,mode_7,mode_8,mode_9,mode_10,days_1,days_2,days_3,days_4,days_5,days_6,days_7,days_8,days_9,days_10,survey_date
660,Fulton County,491,Medlock Bridge Elementary School,PK-05 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,497,Webb Bridge Middle School,06-08 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,501,Hamilton E. Holmes Elementary,PK-05 ,,,Virtual,Virtual,In-person,Virtual,Virtual,Virtual,In-person,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,503,Liberty Point Elementary School,PK-05 ,,,Virtual,Virtual,In-person,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,505,Sandtown Middle School,06-08 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,591,Taylor Road Middle School,06-08 ,,,Virtual,Virtual,In-person,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,597,Northwestern Middle School,06-08 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,603,Sandy Springs Middle School,06-08 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,605,Hapeville Charter Middle School,06-08 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,691,Tri-Cities High School,09-12 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,701,Ocee Elementary School,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,702,Woodland Elementary School,PK-05 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,803,Paul D. West Middle School,06-08 ,,,Virtual,Virtual,In-person,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,909,Lake Forest Elementary,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,910,Johns Creek High School,09-12 ,,,Virtual,Virtual,In-person,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,1010,Cliftondale Elementary School,PK-05 ,,,Virtual,Virtual,In-person,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,1050,Alpharetta Elementary School,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,1067,Roswell North Elementary School,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,1110,Langston Hughes High School,09-12 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,1210,Birmingham Falls Elementary School,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,1310,Ison Springs Elementary School,PK-05 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,Virtual,In-person,,,,,,,,,,,
660,Fulton County,1312,RISE Grammar School,KK-05 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,1313,RISE Prep School,06-08 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,1315,College Park Elementary,PK-05 ,,,Virtual,Virtual,In-person,In-person,Virtual,Virtual,In-person,In-person,Virtual,In-person,,,,,,,,,,,
660,Fulton County,1316,Vickery Mill Elementary,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,1317,Wolf Creek Elementary,PK-05 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,1319,Fulton Academy of Science and Technology,KK-08 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,1320,Skyview High School,09-12 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,1321,Wellspring Living,06-12 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,2058,Bethune Elementary School,PK-05 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,2070,Campbell Elementary School,PK-05 ,,,Virtual,Virtual,In-person,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,2550,Brookview Elementary School,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,3056,Heards Ferry Elementary School,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,3058,Lee Elementary School,PK-05 ,,,Virtual,Virtual,In-person,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,3064,Parklane Elementary School,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,3066,Riverwood International Charter School,09-12 ,,,Virtual,Virtual,In-person,In-person,Virtual,Virtual,In-person,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,4056,High Point Elementary School,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,4060,Mimosa Elementary School,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,4062,North Springs High School,09-12 ,,,Virtual,Virtual,In-person,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
660,Fulton County,4069,E. C. West Elementary School,PK-05 ,,,Virtual,Virtual,In-person,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,5052,Conley Hills Elementary School,PK-05 ,,,Virtual,Virtual,In-person,In-person,In-person,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,
660,Fulton County,5060,Asa Hilliard Elementary School,PK-05 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,,,,,,,,,,,
660,Fulton County,5069,Westlake High School,09-12 ,,,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,,,,,,,,,,,
661,Gilmer County,103,Mountain View Elementary,PK-05 ,8/3/2020,8/7/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/28/2021 12:11
661,Gilmer County,107,Clear Creek Middle School,06-08 ,8/3/2020,8/7/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/28/2021 12:11
661,Gilmer County,113,Clear Creek Elementary School,PK-05 ,8/3/2020,8/7/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/28/2021 12:11
661,Gilmer County,196,Gilmer High School,09-12 ,8/3/2020,8/7/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/28/2021 12:11
661,Gilmer County,212,Ellijay Elementary School,PK-05 ,8/3/2020,8/7/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/28/2021 12:11
662,Glascock County,196,Glascock County Middle/High School,05-12 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/30/2021 7:44
662,Glascock County,197,Glascock County Elementary School,PK-04 ,8/3/2020,8/17/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/30/2021 7:44
663,Glynn County,106,Sterling Elementary School,PK-05 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,107,"Morningstar Treatment Services, Inc. Youth Estate",KK-12 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,112,Glynn Middle,06-08 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,114,Jane Macon Middle,06-08 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,116,Risley Middle School,06-08 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,178,Glyndale Elementary School,PK-05 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,190,Golden Isles Elementary School,PK-05 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,195,Oglethorpe Point Elementary School,PK-05 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,198,Satilla Marsh Elementary School,PK-05 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,199,Needwood Middle School,06-08 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,298,Greer Elementary School,PK-05 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,1052,Altama Elementary School,PK-05 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,1056,St. Simons Elementary School,PK-05 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,3552,Brunswick High School,09-12 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,4052,Burroughs-Molette Elementary School,PK-05 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,4752,Glynn Academy,09-12 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
663,Glynn County,5052,Goodyear Elementary School,PK-05 ,8/6/2020,8/20/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,9/7/2021 9:16
664,Gordon County,106,Sonoraville High School,09-12 ,8/12/2020,8/12/2020,In-person,Hybrid,Hybrid,Hybrid,In-person,In-person,In-person,In-person,In-person,In-person,,5,5,8,,,,,,,7/1/2021 1:39
664,Gordon County,110,Sonoraville Elementary,PK-05 ,8/12/2020,8/12/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 1:39
664,Gordon County,115,Red Bud Middle School,06-08 ,8/12/2020,8/12/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 1:39
664,Gordon County,176,Tolbert Elementary School,PK-05 ,8/12/2020,8/12/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 1:39
664,Gordon County,190,Red Bud Elementary School,PK-05 ,8/12/2020,8/12/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 1:39
664,Gordon County,274,Swain Elementary School,PK-05 ,8/12/2020,8/12/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 1:39
664,Gordon County,286,Gordon Central High School,09-12 ,8/12/2020,8/12/2020,In-person,Hybrid,Hybrid,Hybrid,In-person,In-person,In-person,In-person,In-person,In-person,,5,5,8,,,,,,,7/1/2021 1:39
664,Gordon County,292,Ashworth Middle School,06-08 ,8/12/2020,8/12/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 1:39
664,Gordon County,1050,Belwood Elementary School,PK-05 ,8/12/2020,8/12/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 1:39
664,Gordon County,2050,Fairmount Elementary School,PK-05 ,8/12/2020,8/12/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,7/1/2021 1:39
665,Grady County,174,Washington Middle School,06-08 ,8/8/2020,8/8/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:14
665,Grady County,185,Eastside Elementary School,PK-05 ,8/8/2020,8/8/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:14
665,Grady County,1050,Cairo High School,09-12 ,8/8/2020,8/8/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:14
665,Grady County,1054,Whigham Elementary School,PK-08 ,8/8/2020,8/8/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:14
665,Grady County,1550,Northside Elementary School,PK-05 ,8/8/2020,8/8/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:14
665,Grady County,2050,Southside Elementary School,PK-05 ,8/8/2020,8/8/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:14
665,Grady County,3050,Shiver Elementary School,PK-08 ,8/8/2020,8/8/2020,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,In-person,,,,,,,,,,,6/25/2021 12:14
666,Greene County,101,Anita White Carson Middle School,04-08 ,8/17/2020,8/17/2020,Hybrid,Virtual,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,In-person,5,,12,9,9,9,1,1,1,,7/6/2021 1:01
666,Greene County,109,LAKE OCONEE CHARTER,PK-08 ,8/17/2020,8/17/2020,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,In-person,2,3,3,9,9,9,1,1,1,,7/6/2021 1:01
666,Greene County,201,Greene County Primary School,PK-03 ,8/17/2020,8/17/2020,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,Hybrid,In-person,2,3,3,9,9,9,1,1,1,,7/6/2021 1:01
666,Greene County,401,Greene County High School,09-12 ,8/17/2020,8/17/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 1:01
666,Greene County,402,Lake Oconee Charter High School,09-12 ,8/17/2020,8/17/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Virtual,In-person,In-person,In-person,In-person,,,,,,,,,,,7/6/2021 1:01
667,Gwinnett County,100,Rock Springs Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,101,Grayson High School,09-12 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,103,Norcross High School,09-12 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,105,Mill Creek High School,09-12 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,108,Trickum Middle School,06-08 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,109,Benefield Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,173,Centerville Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,176,Parkview High School,09-12 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,180,Head Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,182,Brookwood High School,09-12 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,184,Berkeley Lake Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,185,Shiloh High School,09-12 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,186,Pinckneyville Middle School,06-08 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,187,Meadowcreek High School,09-12 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,188,Richards Middle School,06-08 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,189,Phoenix High School,09-12 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,190,Chattahoochee Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,191,Dacula Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,193,Walnut Grove Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,194,Craig Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,195,Collins Hill High School,09-12 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,196,Harbins Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,197,Creekland Middle School,06-08 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,198,Crews Middle School,06-08 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,199,Meadowcreek Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,200,Freeman's Mill Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,204,Osborne Middle School,06-08 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,205,Corley Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,208,Mulberry Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,209,Lanier Middle School,06-08 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,210,Lovin Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,275,Knight Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,276,Sweetwater Middle School,06-08 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,279,Five Forks Middle School,06-08 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,280,Beaver Ridge Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,282,Annistown Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,283,Shiloh Middle School,06-08 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,285,Hopkins Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,286,Brookwood Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,287,Norton Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,288,Minor Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,289,McKendree Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,291,Shiloh Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
667,Gwinnett County,294,Nesbit Elementary School,PK-05 ,6/28/2020,8/12/2020,Virtual,Virtual,Virtual,Virtual,Virtual,Hybrid,In-person,Hybrid,Hybrid,In-person,,,,,,5,,2,1,,6/28/2021 11:12
